ID,Company,Category,Sub Category,Region,Source Name,URL,URL Type,RSS Available,XML Available,Update Frequency,Language,Official,Requires JS,Pagination,Status Code,Notes
48,Auric Group,Developer,Press Release Archive,Faridabad,Auric Group,https://auricgroup.in/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
49,Avalon Group,Developer,Official Blog,Faridabad/Gurugram,Avalon Group,https://www.avalongroup.co.in/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
50,Bestech,Developer,Official Blog,Gurugram,Bestech,https://www.bestechgroup.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
51,Bestech,Developer,News Category,Gurugram,Bestech,https://www.bestechgroup.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Likely,200,Verified dynamic source page
52,Bestech,Developer,Research,Gurugram,Bestech,https://www.bestechgroup.com/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
53,Bestech,Developer,Investor News,Gurugram,Bestech,https://www.bestechgroup.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
54,Bestech,Developer,Investor News,Gurugram,Bestech,https://www.bestechgroup.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
55,Bestech,Developer,Media Centre,Gurugram,Bestech,https://www.bestechgroup.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
56,Bestech,Developer,Media Centre,Gurugram,Bestech,https://www.bestechgroup.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
57,Bestech,Developer,News Category,Gurugram,Bestech,https://www.bestechgroup.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Likely,200,Verified dynamic source page
58,Bestech,Developer,News Category,Gurugram,Bestech,https://www.bestechgroup.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Likely,200,Verified dynamic source page
59,Bestech,Developer,Press Release Archive,Gurugram,Bestech,https://www.bestechgroup.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
60,Bestech,Developer,Press Release Archive,Gurugram,Bestech,https://www.bestechgroup.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
61,Birla Estates,Developer,Official Blog,NCR,Birla Estates,https://www.birlaestates.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
62,Birla Estates,Developer,News Category,NCR,Birla Estates,https://www.birlaestates.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
63,Birla Estates,Developer,Research,NCR,Birla Estates,https://www.birlaestates.com/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
64,Birla Estates,Developer,Investor News,NCR,Birla Estates,https://www.birlaestates.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
65,Birla Estates,Developer,Investor News,NCR,Birla Estates,https://www.birlaestates.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
66,Birla Estates,Developer,Media Centre,NCR,Birla Estates,https://www.birlaestates.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
67,Birla Estates,Developer,Media Centre,NCR,Birla Estates,https://www.birlaestates.com/media-centre.aspx,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
68,Birla Estates,Developer,News Category,NCR,Birla Estates,https://www.birlaestates.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
69,Birla Estates,Developer,News Category,NCR,Birla Estates,https://www.birlaestates.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
70,Birla Estates,Developer,Press Release Archive,NCR,Birla Estates,https://www.birlaestates.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
71,Birla Estates,Developer,Press Release Archive,NCR,Birla Estates,https://www.birlaestates.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
72,Brigade Group,Developer,Official Blog,NCR,Brigade Group,https://www.brigadegroup.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
73,Casagrand,Developer,Official Blog,NCR,Casagrand,https://www.casagrand.co.in/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
74,Central Park,Developer,Media Centre,Gurugram,Central Park,https://www.centralpark.in/media.php,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
75,Century Real Estate,Developer,Media Centre,NCR,Century Real Estate,https://www.centuryrealestate.in/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
76,Charms Group,Developer,Media Centre,Noida,Charms Group,https://www.charmsindia.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
77,DLF,Developer,Media Centre,Gurugram,DLF,https://www.dlf.in/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
78,DLF,Developer,Press Release Archive,Gurugram,DLF,https://www.dlf.in/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
79,DSR Group,Developer,Official Blog,NCR,DSR Group,https://www.dsrinfra.com/blogs,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
80,Experion,Developer,Official Blog,Gurugram,Experion,https://www.experion.co/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
81,Experion,Developer,Media Centre,Gurugram,Experion,https://www.experion.co/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
82,Ganga Realty,Developer,Official Blog,Gurugram,Ganga Realty,https://www.gangarealty.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
83,Ganga Realty,Developer,Media Centre,Gurugram,Ganga Realty,https://www.gangarealty.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
84,House of Hiranandani,Developer,Official Blog,NCR,House of Hiranandani,https://www.houseofhiranandani.com/blogs,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
85,Jain Housing,Developer,News Category,NCR,Jain Housing,https://www.jainhousing.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
86,Jain Housing,Developer,Investor News,NCR,Jain Housing,https://www.jainhousing.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
87,Jain Housing,Developer,Investor News,NCR,Jain Housing,https://www.jainhousing.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
88,Jain Housing,Developer,Media Centre,NCR,Jain Housing,https://www.jainhousing.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
89,Jain Housing,Developer,Media Centre,NCR,Jain Housing,https://www.jainhousing.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
90,Jain Housing,Developer,Press Release Archive,NCR,Jain Housing,https://www.jainhousing.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
91,K Raheja Corp,Developer,News Category,NCR,K Raheja Corp,https://www.krahejacorp.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
92,Kalpataru,Developer,Press Release Archive,NCR,Kalpataru,https://www.kalpataru.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
93,Kolte-Patil Developers,Developer,Investor News,NCR,Kolte-Patil Developers,https://www.koltepatil.com/investor/financial-statements,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
94,M3M,Developer,Official Blog,Gurugram,M3M,https://m3mindia.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
95,M3M,Developer,Media Centre,Gurugram,M3M,https://m3mindia.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
96,Mahindra Lifespaces,Developer,Official Blog,NCR,Mahindra Lifespaces,https://www.mahindralifespaces.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
97,Mahindra Lifespaces,Developer,Investor News,NCR,Mahindra Lifespaces,https://www.mahindralifespaces.com/investor-center,Investor News,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
98,Max Estates,Developer,Media Centre,NCR,Max Estates,https://maxestates.in/news_and_media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
99,Oberoi Realty,Developer,Official Blog,NCR,Oberoi Realty,https://www.oberoirealty.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
100,Oberoi Realty,Developer,Media Centre,NCR,Oberoi Realty,https://www.oberoirealty.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
101,Omaxe,Developer,Investor News,Faridabad,Omaxe,https://www.omaxe.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
102,Omaxe,Developer,Media Centre,Faridabad,Omaxe,https://www.omaxe.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
103,Paras,Developer,Official Blog,Gurugram,Paras,https://www.parasbuildtech.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
104,Paras,Developer,News Category,Gurugram,Paras,https://www.parasbuildtech.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Likely,200,Verified dynamic source page
105,Parsvnath Developers,Developer,Official Blog,NCR,Parsvnath Developers,https://www.parsvnath.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
106,Parsvnath Developers,Developer,Investor News,NCR,Parsvnath Developers,https://www.parsvnath.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
107,Parsvnath Developers,Developer,Media Centre,NCR,Parsvnath Developers,https://www.parsvnath.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
108,Prestige,Developer,Official Blog,NCR,Prestige,https://www.prestigeconstructions.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
109,Prestige,Developer,News Category,NCR,Prestige,https://www.prestigeconstructions.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
110,Prestige,Developer,Research,NCR,Prestige,https://www.prestigeconstructions.com/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
111,Prestige,Developer,Investor News,NCR,Prestige,https://www.prestigeconstructions.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
112,Prestige,Developer,Investor News,NCR,Prestige,https://www.prestigeconstructions.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
113,Prestige,Developer,Media Centre,NCR,Prestige,https://www.prestigeconstructions.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
114,Prestige,Developer,Media Centre,NCR,Prestige,https://www.prestigeconstructions.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
115,Prestige,Developer,News Category,NCR,Prestige,https://www.prestigeconstructions.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
116,Prestige,Developer,Press Release Archive,NCR,Prestige,https://www.prestigeconstructions.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
117,Prestige,Developer,Press Release Archive,NCR,Prestige,https://www.prestigeconstructions.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
118,Provident Housing,Developer,Investor News,NCR,Provident Housing,https://www.providenthousing.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
119,Provident Housing,Developer,Media Centre,NCR,Provident Housing,https://www.providenthousing.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
120,Puravankara,Developer,Official Blog,NCR,Puravankara,https://www.puravankara.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
121,Puravankara,Developer,News Category,NCR,Puravankara,https://www.puravankara.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
122,Puravankara,Developer,Research,NCR,Puravankara,https://www.puravankara.com/insights,Research,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
123,Puravankara,Developer,Investor News,NCR,Puravankara,https://www.puravankara.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
124,Puravankara,Developer,Investor News,NCR,Puravankara,https://www.puravankara.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
125,Puravankara,Developer,Media Centre,NCR,Puravankara,https://www.puravankara.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
126,Puravankara,Developer,Media Centre,NCR,Puravankara,https://www.puravankara.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
127,Puravankara,Developer,News Category,NCR,Puravankara,https://www.puravankara.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
128,Puravankara,Developer,News Category,NCR,Puravankara,https://www.puravankara.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
129,Puravankara,Developer,Press Release Archive,NCR,Puravankara,https://www.puravankara.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
130,Puravankara,Developer,Press Release Archive,NCR,Puravankara,https://www.puravankara.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
131,R-Tech Developers,Developer,Official Blog,NCR,R-Tech Developers,https://www.rtechgroup.co.in/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
132,R-Tech Developers,Developer,News Category,NCR,R-Tech Developers,https://www.rtechgroup.co.in/event/news-channel-collaboration,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
133,Reach Group,Developer,Official Blog,Gurugram,Reach Group,https://www.reachgroup.in/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
134,Reach Group,Developer,News Category,Gurugram,Reach Group,https://www.reachgroup.in/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
135,Reach Group,Developer,Research,Gurugram,Reach Group,https://www.reachgroup.in/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
136,Reach Group,Developer,Investor News,Gurugram,Reach Group,https://www.reachgroup.in/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
137,Reach Group,Developer,Investor News,Gurugram,Reach Group,https://www.reachgroup.in/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
138,Reach Group,Developer,Media Centre,Gurugram,Reach Group,https://www.reachgroup.in/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
139,Reach Group,Developer,Media Centre,Gurugram,Reach Group,https://www.reachgroup.in/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
140,Reach Group,Developer,News Category,Gurugram,Reach Group,https://www.reachgroup.in/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
141,Reach Group,Developer,News Category,Gurugram,Reach Group,https://www.reachgroup.in/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
142,Reach Group,Developer,Press Release Archive,Gurugram,Reach Group,https://www.reachgroup.in/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
143,Reach Group,Developer,Press Release Archive,Gurugram,Reach Group,https://www.reachgroup.in/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
144,RG Group,Developer,Research,Noida,RG Group,https://www.rggroupindia.com/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
145,RG Group,Developer,Investor News,Noida,RG Group,https://www.rggroupindia.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
146,RG Group,Developer,Investor News,Noida,RG Group,https://www.rggroupindia.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
147,RG Group,Developer,Media Centre,Noida,RG Group,https://www.rggroupindia.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
148,RG Group,Developer,Media Centre,Noida,RG Group,https://www.rggroupindia.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
149,RG Group,Developer,News Category,Noida,RG Group,https://www.rggroupindia.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
150,RG Group,Developer,Press Release Archive,Noida,RG Group,https://www.rggroupindia.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
151,RG Group,Developer,Press Release Archive,Noida,RG Group,https://www.rggroupindia.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
